date,text
2020-08-24,"Trump hasn’t tried much to expand his base. Will he change that this week? - Four years ago, President Trump accepted the Republican presidential nomination in Cleveland over persistent opposition within his own party. There was a hopeless, last-minute effort to battle his nomination on the convention floor. There was Senator Ted Cruz’s admonition to voters to “vote your conscience,” in lieu of a call for party unity. There was Gov. John Kasich — the chief executive of the host state — declining to attend."
2020-06-29,"Trump Got Written Briefing in February on Possible Russian Bounties, Officials Say - The investigation into Russia’s suspected operation is said to focus in part on the killings of three Marines in a truck bombing last year, officials said."
2020-10-21,"With Trump on defense in key states, some nervous Democrats quietly contemplate a Biden landslide. - Despite the ghosts of 2016, some Democrats are allowing themselves to contemplate a Biden victory big enough to reorder the nation’s politics."
2020-09-30,"Trump Signs Stopgap Spending Bill to Keep Government Funded - The measure provides funding for the government until Dec. 11, delaying the threat of a shutdown until after the general election."
2020-09-18,"Michael Bloomberg’s Florida ad blitz begins with a hit on Trump’s coronavirus response. - Ads backed by Michael R. Bloomberg, the former New York City mayor who briefly ran for president this year, began running in Florida on Friday, part of his pledge to spend $100 million in the key battleground state to support Joseph R. Biden Jr.’s candidacy. One of the first two Bloomberg-backed ads, from Priorities USA Action, attacks President Trump’s bungled response to the coronavirus."
2020-02-11,"Democrats Get the Attention, but Trump Aims to Put New Hampshire in Play - The president, who lost the state by a few thousand votes in 2016, now has the support of the Republican establishment. But not all Republicans are convinced."
2020-04-24,"Trump’s Suggestion That Disinfectants Could Be Used to Treat Coronavirus Prompts Aggressive Pushback - Responding to the criticism from public health officials around the country, the president said he was playing a trick on reporters."
2020-02-06,"Trump Hails Acquittal and Lashes Out at His ‘Evil’ and ‘Corrupt’ Opponents - As President Trump renewed his attacks on Speaker Nancy Pelosi and Democrats, his press secretary threatened payback against them."
2020-03-04,"Trump Makes Room for Experts, but Still Takes a Leading Role on Coronavirus - Appearing before cameras sometimes multiple times a day to talk about the outbreak, the president has offered rosy assessments and unproven or even false assertions."
2020-04-21,"On Politics: Trump Pledges to Halt Immigration - Lawmakers argue over virus testing, and restrictions begin to lift: This is your morning tip sheet."
2020-01-30,"Watch Bloomberg and Trump’s Very Different Super Bowl Ads - Michael R. Bloomberg’s campaign will air a 60-second ad promoting his record on gun control, while President Trump has lined up a commercial celebrating his time in office."
2020-09-01,"Biden Lashes Back at Trump - The president heads to Kenosha, despite worries of further unrest: This is your politics tip sheet."
2020-02-08,"Post Impeachment, a Key Republican Suburban Area Rallies Around Trump - Voters in the populous, heavily Republican suburbs west of Milwaukee did not entirely embrace Donald Trump in 2016. They do now."
2020-10-03,"The Busy Week When the President Met the Virus - He disparaged masks, encouraged big campaign crowds and employed an often-unreliable test to keep him safe. All the while it turned out the virus was nearby."
2020-02-07,"Democratic Candidates Reject Trump’s Foreign Policy, but Don’t Agree on Theirs - A New York Times survey of the Democratic presidential hopefuls found differences on Israel, North Korea, cyberweapons and the use of military force."
2020-08-25,Trump offers rare praise for CNN after it broadcast the R.N.C. largely uninterrupted. - CNN received plaudits on Tuesday from an unlikely source for its generally uninterrupted broadcast of the Republican convention’s opening night: President Trump.
2020-10-13,Trump Attack on Diversity Training Has a Quick and Chilling Effect - A presidential executive order banning the “malign ideology” of racial sensitivity training has rippled through government into academia and corporate America.
2020-07-19,"As Trump Ignores Virus Crisis, Republicans Start to Break Ranks - President Trump continues to press for a quick return to life as usual, but Republicans who fear a rampaging disease and angry voters are increasingly going their own way."
2020-10-07,"Biden says if Trump ‘still has Covid, we shouldn’t have a debate.’ - Joe Biden said on Tuesday night that there should not be a presidential debate next week if President Trump “still has Covid.”"
2020-01-03,"Impeachment Impasse Deepens in Senate, Leaving Trump’s Trial in Doubt - On the first day of a new legislative session, Senate leaders indicated they had made no progress in resolving their logjam over how to proceed."
2020-08-15,Kamala Harris Changes the Race While Trump Tells on Himself - There were surprises this week that weren’t entirely shocking: Ms. Harris joined Joe Biden’s ticket and President Trump resurrected birtherism. Here’s what to make of the last week in politics.
2020-03-11,"Supreme Court Revives ‘Remain in Mexico’ Policy for Asylum Seekers - A federal appeals court had found that the policy, which was put in place early last year, violated federal and international law."
